0.653134	-0.452495
0.653134	-0.436246
0.641310	-0.418279
0.641310	-0.418352
0.640832	-0.409310
0.641086	-0.401989
0.633599	-0.340241
0.633517	-0.343544
0.633735	-0.321516
0.627858	-0.273633
0.626799	-0.247272
0.624922	-0.231313
0.624859	-0.205868
0.624859	-0.204252
0.454702	-0.123948
0.454702	-0.123911
0.454702	-0.123993
0.454702	-0.124049
0.444803	-0.105706
0.436042	-0.054743
0.427124	0.027295
0.426349	0.049946
0.424424	0.056407
0.419939	0.105800
0.419915	0.113747
0.256815	0.242280
0.256815	0.242280
0.256815	0.242280
0.250623	0.248804
0.245647	0.261146
0.227434	0.350777
0.212444	0.458129
0.211798	0.463066
0.082850	0.669654
0.083289	0.669660
0.083289	0.669660
0.071517	0.676813
0.052388	0.718883
0.037706	0.770917
0.000000	1.013176
