0.646990	-0.447984
0.646990	-0.445541
0.640809	-0.414084
0.640713	-0.401191
0.640713	-0.401191
0.640584	-0.386474
0.640742	-0.413618
0.640578	-0.394293
0.640578	-0.394293
0.640807	-0.407977
0.640807	-0.407977
0.640828	-0.414871
0.640808	-0.400881
0.640808	-0.400881
0.452946	-0.124014
0.452946	-0.124015
0.452946	-0.124012
0.445105	-0.106718
0.439339	-0.074369
0.434926	-0.040980
0.429650	-0.000178
0.425256	0.044786
0.421218	0.090555
0.421218	0.090555
0.412176	0.205829
0.258020	0.242170
0.258020	0.242170
0.258020	0.242170
0.258020	0.242170
0.245130	0.262628
0.231761	0.324183
0.219755	0.403422
0.216339	0.430261
0.192653	0.605421
0.082892	0.669657
0.082892	0.669654
0.082892	0.669654
0.061166	0.695246
0.032163	0.793423
0.000117	1.015416
