0.649966	-0.456077
0.649963	-0.449615
0.649963	-0.435852
0.649963	-0.424508
0.649961	-0.440109
0.649963	-0.449998
0.649963	-0.449998
0.649963	-0.418013
0.649963	-0.455100
0.649963	-0.455100
0.649963	-0.426540
0.649963	-0.426540
0.649963	-0.455496
0.649963	-0.455496
0.454659	-0.123533
0.450473	-0.120357
0.450473	-0.119192
0.451630	-0.104638
0.445201	-0.091982
0.439299	-0.053782
0.431406	0.020051
0.433429	0.016883
0.433816	0.081883
0.428613	0.173923
0.428613	0.173923
0.260308	0.246895
0.263419	0.262222
0.256217	0.258445
0.253013	0.264845
0.253001	0.248103
0.247454	0.259669
0.230949	0.330078
0.199691	0.575527
0.205995	0.521557
0.092906	0.679138
0.092906	0.679138
0.067302	0.698288
0.063847	0.693324
0.025769	0.830608
0.025769	0.830608
